subject,predicate,value
CDNO:0200243,rdfs:label,concentration of caffeic acid in material entity
CDNO:0200244,rdfs:label,concentration of sinapic acid in material entity
CDNO:0200245,rdfs:label,concentration of chromones in material entity
CDNO:0200246,rdfs:label,concentration of Chicoric acid in material entity
CDNO:0200247,rdfs:label,concentration of coumaric acid in material entity
CDNO:0200248,rdfs:label,concentration of 4-coumaric acid in material entity
CDNO:0200249,rdfs:label,concentration of 2-coumaric acid in material entity
CDNO:0200250,rdfs:label,concentration of 3-coumaric acid in material entity
CDNO:0200251,rdfs:label,concentration of ferulic acid in material entity
CDNO:0200252,rdfs:label,concentration of scopoletin in material entity
CDNO:0200253,rdfs:label,concentration of phenylpropane in material entity
CDNO:0200254,rdfs:label,concentration of napthoquinone in material entity
CDNO:0200255,rdfs:label,"concentration of 1,2-napthoquinone in material entity"
CDNO:0200256,rdfs:label,"concentration of 1,4-napthoquinone in material entity"
CDNO:0200257,rdfs:label,concentration of juglone in material entity
CDNO:0200258,rdfs:label,concentration of stilbenoid in material entity
CDNO:0200259,rdfs:label,concentration of stilbene in material entity
CDNO:0200260,rdfs:label,concentration of anthraquinone in material entity
CDNO:0200261,rdfs:label,concentration of aglycone in material entity
CDNO:0200262,rdfs:label,concentration of emodin in material entity
CDNO:0200263,rdfs:label,concentration of xanthones in material entity
CDNO:0200264,rdfs:label,concentration of simple oxygenated xanthones in material entity
CDNO:0200265,rdfs:label,concentration of xanthone glycoside in material entity
CDNO:0200266,rdfs:label,concentration of prenylated and related xanthones in material entity
CDNO:0200267,rdfs:label,concentration of xanthonolignoid in material entity
CDNO:0200268,rdfs:label,concentration of flavonoids in material entity
CDNO:0200269,rdfs:label,concentration of flavonoid in material entity
CDNO:0200270,rdfs:label,concentration of malvidin in material entity
CDNO:0200271,rdfs:label,concentration of kaempferol in material entity
CDNO:0200272,rdfs:label,concentration of flavan in material entity
CDNO:0200273,rdfs:label,concentration of flavanone in material entity
CDNO:0200274,rdfs:label,concentration of 6-prenylnaringenin in material entity
CDNO:0200275,rdfs:label,concentration of sophoraflavanone B in material entity
CDNO:0200276,rdfs:label,concentration of eriocitrin in material entity
CDNO:0200277,rdfs:label,concentration of eriodictyol in material entity
CDNO:0200278,rdfs:label,concentration of hesperetin in material entity
CDNO:0200279,rdfs:label,concentration of hesperidin in material entity
CDNO:0200280,rdfs:label,concentration of homoeriodictyol in material entity
CDNO:0200281,rdfs:label,"concentration of 4'-methoxy-5,7-dihydroxyflavanone in material entity"
CDNO:0200282,rdfs:label,concentration of naringenin in material entity
CDNO:0200283,rdfs:label,concentration of naringin in material entity
CDNO:0200284,rdfs:label,concentration of narirutin in material entity
CDNO:0200285,rdfs:label,concentration of neoeriocitrin in material entity
CDNO:0200286,rdfs:label,concentration of neohesperidin in material entity
CDNO:0200287,rdfs:label,concentration of pinocembrin in material entity
CDNO:0200288,rdfs:label,concentration of (2S)-poncirin in material entity
CDNO:0200289,rdfs:label,concentration of sakuranetin in material entity
CDNO:0200290,rdfs:label,concentration of flavone in material entity
CDNO:0200291,rdfs:label,concentration of 6-hydroxyluteolin in material entity
CDNO:0200292,rdfs:label,concentration of 6-hydroxyluteolin 7-O-laminaribioside in material entity
CDNO:0200293,rdfs:label,"concentration of 4',7-dihydroxyflavone in material entity"
CDNO:0200294,rdfs:label,concentration of apigenin in material entity
CDNO:0200295,rdfs:label,concentration of baicalein in material entity
CDNO:0200296,rdfs:label,concentration of chrysin in material entity
CDNO:0200297,rdfs:label,concentration of cirsilineol in material entity
CDNO:0200298,rdfs:label,concentration of cirsimaritin in material entity
CDNO:0200299,rdfs:label,concentration of diosmin in material entity
CDNO:0200300,rdfs:label,concentration of dihydromyricetin in material entity
CDNO:0200301,rdfs:label,concentration of eupatorin in material entity
CDNO:0200302,rdfs:label,concentration of gardenin B in material entity
CDNO:0200303,rdfs:label,concentration of geraldone in material entity
CDNO:0200304,rdfs:label,concentration of hispidulin in material entity
CDNO:0200305,rdfs:label,concentration of isovitexin in material entity
CDNO:0200306,rdfs:label,concentration of jaceosidin in material entity
CDNO:0200307,rdfs:label,concentration of luteolin in material entity
CDNO:0200308,rdfs:label,concentration of luteolin 7-O-β-D-glucoside(1−) in material entity
CDNO:0200309,rdfs:label,concentration of myricitrin in material entity
CDNO:0200310,rdfs:label,concentration of nobiletin in material entity
CDNO:0200311,rdfs:label,concentration of quercetin in material entity
CDNO:0200312,rdfs:label,concentration of apigenin 7-O-neohesperidoside in material entity
CDNO:0200313,rdfs:label,concentration of scutellarein in material entity
CDNO:0200314,rdfs:label,concentration of sinensetin in material entity
CDNO:0200315,rdfs:label,concentration of tangeretin in material entity
CDNO:0200316,rdfs:label,concentration of vitexin in material entity
CDNO:0200317,rdfs:label,concentration of dihydroflavanol in material entity
CDNO:0200318,rdfs:label,concentration of hydroxyflavan in material entity
CDNO:0200319,rdfs:label,concentration of catechin in material entity
CDNO:0200320,rdfs:label,concentration of (+)-catechin 3-O-gallate in material entity
CDNO:0200321,rdfs:label,concentration of (+)-gallocatechin in material entity
CDNO:0200322,rdfs:label,concentration of (-)-epicatechin in material entity
CDNO:0200323,rdfs:label,concentration of (+)-epicatechin in material entity
CDNO:0200324,rdfs:label,concentration of (-)-gallocatechin in material entity
CDNO:0200325,rdfs:label,concentration of (-)-epicatechin-3-O-gallate in material entity
CDNO:0200326,rdfs:label,concentration of (-)-epigallocatechin in material entity
CDNO:0200327,rdfs:label,concentration of 3'-O-methylepicatechin in material entity
CDNO:0200328,rdfs:label,concentration of 4'-O-methylepigallocatechin-3-O-gallate in material entity
CDNO:0200329,rdfs:label,concentration of 4'-O-methylepigallocatechin in material entity
CDNO:0200331,rdfs:label,concentration of cinnamtannin A2 in material entity
CDNO:0200332,rdfs:label,concentration of procyanidin in material entity
CDNO:0200333,rdfs:label,concentration of procyanidin B1 in material entity
CDNO:0200334,rdfs:label,concentration of procyanidin B2 in material entity
CDNO:0200335,rdfs:label,concentration of procyanidin B3 in material entity
CDNO:0200336,rdfs:label,concentration of procyanidin B4 in material entity
CDNO:0200337,rdfs:label,concentration of procyanidin B5 in material entity
CDNO:0200338,rdfs:label,concentration of procyanidin B6 in material entity
CDNO:0200339,rdfs:label,concentration of procyanidin C1 in material entity
CDNO:0200340,rdfs:label,concentration of procyanidin C2 in material entity
CDNO:0200341,rdfs:label,concentration of theaflavin in material entity
CDNO:0200342,rdfs:label,concentration of peltogynoid in material entity
CDNO:0200343,rdfs:label,concentration of dihydrochalcone in material entity
CDNO:0200344,rdfs:label,concentration of 3-hydroxyphloretin 2'-O-xylosylglucoside in material entity
CDNO:0200345,rdfs:label,concentration of phloretin in material entity
CDNO:0200346,rdfs:label,concentration of phlorizin in material entity
CDNO:0200347,rdfs:label,concentration of chalcone in material entity
CDNO:0200348,rdfs:label,concentration of butein in material entity
CDNO:0200349,rdfs:label,concentration of xanthohumol in material entity
CDNO:0200350,rdfs:label,concentration of aurone in material entity
CDNO:0200351,rdfs:label,concentration of anthocyanidin in material entity
CDNO:0200352,rdfs:label,concentration of cyanidin cation in material entity
CDNO:0200353,rdfs:label,concentration of cyanidin 3-O-β-D-galactoside in material entity
CDNO:0200354,rdfs:label,concentration of cyanidin 3-O-rutinoside in material entity
CDNO:0200355,rdfs:label,concentration of cyanidin 3-O-β-D-sambubioside in material entity
CDNO:0200356,rdfs:label,concentration of Cyanidin 3-O-sophoroside in material entity
CDNO:0200357,rdfs:label,concentration of isopeonidin 3-rutinoside in material entity
CDNO:0200358,rdfs:label,concentration of pelargonidin in material entity
CDNO:0200359,rdfs:label,concentration of pelargonidin 3-O-rutinoside in material entity
CDNO:0200360,rdfs:label,concentration of anthocyanin in material entity
CDNO:0200361,rdfs:label,concentration of anthocyanin chlorides in material entity
CDNO:0200362,rdfs:label,concentration of cyanidin 3-O-β-D-galactoside chloride in material entity
CDNO:0200363,rdfs:label,concentration of cyanidin 3-O-rutinoside chloride in material entity
CDNO:0200364,rdfs:label,concentration of cyanin chloride in material entity
CDNO:0200365,rdfs:label,concentration of pelargonidin 3-O-β-D-glucoside chloride in material entity
CDNO:0200366,rdfs:label,concentration of _-D-glucoside in material entity
CDNO:0200367,rdfs:label,concentration of delphinidin 3-O-β-D-glucoside in material entity
CDNO:0200368,rdfs:label,concentration of petunidin 3-O-β-D-glucoside in material entity
CDNO:0200369,rdfs:label,concentration of malvidin 3-O-β-D-glucoside in material entity
CDNO:0200370,rdfs:label,concentration of isoflavonoid in material entity
CDNO:0200371,rdfs:label,concentration of isoflavans in material entity
CDNO:0200372,rdfs:label,concentration of isoflavanone in material entity
CDNO:0200373,rdfs:label,concentration of isoflavones in material entity
CDNO:0200374,rdfs:label,concentration of hydroxyisoflavone in material entity
CDNO:0200375,rdfs:label,concentration of daidzein in material entity
CDNO:0200376,rdfs:label,concentration of genistein in material entity
CDNO:0200377,rdfs:label,concentration of glycitein in material entity
CDNO:0200378,rdfs:label,concentration of glucoside in material entity
CDNO:0200379,rdfs:label,concentration of daidzein 7-O-β-D-glucoside in material entity
CDNO:0200380,rdfs:label,concentration of genistein 7-O-β-D-glucoside in material entity
CDNO:0200381,rdfs:label,concentration of glycitin in material entity
CDNO:0200382,rdfs:label,concentration of glycosyloxyisoflavone in material entity
CDNO:0200383,rdfs:label,concentration of malonyldaidzin in material entity
CDNO:0200384,rdfs:label,concentration of malonylgenistin in material entity
CDNO:0200385,rdfs:label,concentration of malonylglycitin in material entity
CDNO:0200386,rdfs:label,concentration of glycitein 7-(6-O-acetyl-β-D-glucoside) in material entity
CDNO:0200387,rdfs:label,concentration of rotenoid in material entity
CDNO:0200388,rdfs:label,concentration of coumestans in material entity
CDNO:0200389,rdfs:label,concentration of coumestan in material entity
CDNO:0200390,rdfs:label,concentration of coumestrol in material entity
CDNO:0200391,rdfs:label,concentration of 3-arylcoumarin in material entity
CDNO:0200392,rdfs:label,concentration of pterocarpans in material entity
CDNO:0200393,rdfs:label,concentration of pterocarpan in material entity
CDNO:0200394,rdfs:label,concentration of (_)-phaseolin in material entity
CDNO:0200395,rdfs:label,concentration of (+)-pisatin in material entity
CDNO:0200396,rdfs:label,concentration of neoflavonoid in material entity
CDNO:0200397,rdfs:label,concentration of biflavonoid in material entity
CDNO:0200398,rdfs:label,concentration of phenylpropanoid in material entity
CDNO:0200399,rdfs:label,concentration of lignan in material entity
CDNO:0200400,rdfs:label,"concentration of 3,5,7-trihydroxy-2-[3-(4-hydroxy-3-methoxyphenyl)-2-(hydroxymethyl)-2,3-dihydro-1,4-benzodioxin-6-yl]-3,4-dihydro-2H-1-benzopyran-4-one in material entity"
CDNO:0200401,rdfs:label,concentration of neolignan in material entity
CDNO:0200402,rdfs:label,concentration of lignin in material entity
CDNO:0200403,rdfs:label,concentration of Melanin in material entity
CDNO:0200404,rdfs:label,concentration of catechol melanin in material entity
CDNO:0200405,rdfs:label,concentration of allomelanin in material entity
CDNO:0200406,rdfs:label,concentration of terpenoid in material entity
CDNO:0200407,rdfs:label,concentration of monoterpenoid in material entity
CDNO:0200408,rdfs:label,concentration of sesquiterpenoid in material entity
CDNO:0200409,rdfs:label,concentration of diterpenoid in material entity
CDNO:0200410,rdfs:label,concentration of xanthophyll in material entity
CDNO:0200411,rdfs:label,concentration of zeaxanthin in material entity
CDNO:0200412,rdfs:label,concentration of α-cryptoxanthin in material entity
CDNO:0200413,rdfs:label,concentration of β-cryptoxanthin in material entity
CDNO:0200414,rdfs:label,concentration of lutein in material entity
CDNO:0200415,rdfs:label,concentration of phytoene in material entity
CDNO:0200416,rdfs:label,concentration of neoxanthin in material entity
CDNO:0200417,rdfs:label,concentration of violaxanthin in material entity
CDNO:0200418,rdfs:label,concentration of lycopene in material entity
CDNO:0200419,rdfs:label,"concentration of 7,7',9,9'-tetra-cis-lycopene in material entity"
CDNO:0200420,rdfs:label,concentration of retinol in material entity
CDNO:0200421,rdfs:label,concentration of triterpenoid in material entity
CDNO:0200422,rdfs:label,concentration of organic acid in material entity
CDNO:0200423,rdfs:label,concentration of acetic acid in material entity
CDNO:0200424,rdfs:label,concentration of citric acid in material entity
CDNO:0200425,rdfs:label,concentration of 2-hydroxypropanoic acid in material entity
CDNO:0200426,rdfs:label,concentration of (R)-lactic acid in material entity
CDNO:0200427,rdfs:label,concentration of (S)-lactic acid in material entity
CDNO:0200428,rdfs:label,concentration of malic acid in material entity
CDNO:0200429,rdfs:label,concentration of malonic acid in material entity
CDNO:0200430,rdfs:label,concentration of ascorbic acid in material entity
CDNO:0200431,rdfs:label,concentration of L-dehydroascorbic acid in material entity
CDNO:0200432,rdfs:label,concentration of oxalic acid in material entity
CDNO:0200433,rdfs:label,concentration of myo-inositol hexakisphosphate in material entity
CDNO:0200434,rdfs:label,concentration of quinic acid in material entity
CDNO:0200435,rdfs:label,concentration of pyruvic acid in material entity
CDNO:0200436,rdfs:label,concentration of shikimic acid in material entity
